"","title","artist","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","duration_sec","like"
"382","Weekend (feat. Miguel)","Mac Miller",0.47,0.843,0.435,0,8,0.147,-8.442,1,0.178,120.058,4,0.19,208.08,"1"
"383","We Belong Together","Mariah Carey",0.0358,0.838,0.469,0,0,0.0928,-7.992,1,0.0835,139.975,4,0.778,201.4,"1"
"384","Valerie - Version Revisited","Mark Ronson",0.00253,0.698,0.843,0.000454,1,0.124,-4.789,1,0.0544,105.83,4,0.894,219.413,"1"
"385","She Will Be Loved","Maroon 5",0.0593,0.695,0.684,0,0,0.125,-5.403,0,0.0288,102.041,4,0.515,257.133,"1"
"386","Sunday Morning","Maroon 5",0.0752,0.594,0.784,0,0,0.0704,-5.237,1,0.0575,88.11,4,0.801,244.867,"1"
"387","Let's Get It On","Marvin Gaye",0.0379,0.543,0.62,1.19e-06,8,0.0559,-10.629,1,0.0648,167.141,4,0.607,290.96,"1"
"388","Old Thing Back (feat. Ja Rule and Ralph Tresvant)","Matoma",0.194,0.805,0.858,7.89e-06,0,0.256,-3.067,1,0.105,97.033,4,0.523,321.649,"1"
"389","Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 1","Max Richter",0.738,0.485,0.616,0.892,5,0.305,-12.126,0,0.0826,149.038,4,0.483,180.56,"1"
"390","Electric Feel","MGMT",0.0714,0.763,0.807,0.28,1,0.348,-3.714,1,0.035,103.038,3,0.559,229.64,"1"
"391","Kids","MGMT",0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.172,302.84,"1"
"392","Time To Pretend","MGMT",0.00798,0.526,0.906,0.0248,2,0.427,-3.945,1,0.0358,96.971,4,0.482,269.013,"1"
"393","Best I Can (feat. Sharon Van Etten)","Michael Cera",0.522,0.577,0.767,0.193,11,0.715,-7.171,0,0.0398,109.127,4,0.295,199.694,"1"
"394","Too Much","Michael Cera",0.984,0.605,0.0869,0.87,10,0.185,-24.771,1,0.0532,106.04,4,0.281,185.835,"1"
"395","Billie Jean","Michael Jackson",0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,293.827,"1"
"396","Black or White - Single Version","Michael Jackson",0.11,0.758,0.927,0.0285,9,0.374,-2.768,1,0.0509,115.076,4,0.96,198.507,"1"
"397","Love Never Felt so Good","Michael Jackson",0.132,0.775,0.719,1.79e-06,7,0.0662,-6.212,0,0.0435,117.513,4,0.712,246.027,"1"
"398","P.Y.T. (Pretty Young Thing)","Michael Jackson",0.23,0.888,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961,238.733,"1"
"399","The Way You Make Me Feel - 2012 Remaster","Michael Jackson",0.0544,0.877,0.854,5.5e-05,1,0.144,-4.523,1,0.147,114.472,4,0.54,298.12,"1"
"400","Versace","Migos",0.0384,0.841,0.729,0,6,0.276,-3.047,0,0.239,132.073,4,0.444,195.474,"1"
"401","Walk It Talk It","Migos",0.0739,0.909,0.628,0,2,0.108,-5.456,1,0.201,145.905,4,0.406,276.147,"1"
"402","Adorn","Miguel",0.0543,0.625,0.576,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,193.147,"1"
"403","coffee","Miguel",0.00558,0.556,0.618,0.000351,10,0.153,-7.471,0,0.0463,80.985,4,0.121,286.573,"1"
"404","Criminal","Miguel",0.0183,0.284,0.617,0,7,0.112,-6.865,0,0.0813,153.002,4,0.166,274.68,"1"
"405","Do You...","Miguel",0.462,0.593,0.589,3.88e-06,11,0.0937,-6.401,1,0.0366,148.055,4,0.306,207.92,"1"
"406","waves - Tame Impala Remix","Miguel",0.308,0.529,0.894,5.38e-06,2,0.254,-3.599,1,0.0412,108.024,4,0.543,253.347,"1"
"407","Adore You","Miley Cyrus",0.111,0.583,0.655,3.57e-06,0,0.113,-5.407,1,0.0315,119.759,4,0.201,278.747,"1"
"408","Malibu","Miley Cyrus",0.0767,0.573,0.781,2.64e-05,8,0.0813,-6.406,1,0.0555,139.934,4,0.343,231.907,"1"
"409","Your Best American Girl","Mitski",0.0159,0.36,0.257,0.00512,7,0.226,-9.655,1,0.0315,76.972,4,0.13,212.184,"1"
"410","Float On","Modest Mouse",0.013,0.649,0.888,2.23e-06,6,0.0888,-4.807,1,0.0293,100.975,4,0.553,208.467,"1"
"411","Lemon - Edit","N.E.R.D",0.000881,0.805,0.71,2.64e-05,1,0.358,-6.642,1,0.309,190.044,4,0.147,146.907,"1"
"412","One Mic - Explicit Album Version","Nas",0.0574,0.783,0.608,0,0,0.102,-5.742,0,0.361,91.672,4,0.429,268.667,"1"
"413","L-O-V-E - 2000 Digital Remaster","Nat King Cole",0.694,0.574,0.187,0,11,0.0792,-14.762,0,0.0738,77.859,4,0.727,153.467,"1"
"414","Old Man","Neil Young",0.431,0.702,0.244,0.00867,4,0.0963,-15.286,0,0.0355,141.317,4,0.444,202.147,"1"
"415","Promiscuous","Nelly Furtado",0.0536,0.807,0.97,6.6e-05,10,0.149,-6.056,0,0.0477,114.297,4,0.876,242.373,"1"
"416","Everybody Talks","Neon Trees",0.00584,0.478,0.915,0,8,0.386,-3.858,1,0.0652,154.955,4,0.703,177.28,"1"
"417","Beez In The Trap","Nicki Minaj",0.0199,0.821,0.789,0.00114,1,0.0943,-5.998,1,0.209,150.027,4,0.66,268.493,"1"
"418","Pills N Potions","Nicki Minaj",0.00776,0.426,0.615,8.16e-06,2,0.0456,-8.048,1,0.164,169.478,4,0.186,268,"1"
"419","Breed","Nirvana",4.54e-06,0.261,0.964,0.0231,11,0.138,-4.598,1,0.0923,158.6,4,0.295,184.04,"1"
"420","Cold Cold Heart","Norah Jones",0.909,0.603,0.0903,0.000785,2,0.0866,-14.499,1,0.0397,114.133,4,0.377,218.627,"1"
"421","Come Away With Me","Norah Jones",0.904,0.363,0.129,1.52e-06,0,0.157,-14.304,1,0.0322,80.367,3,0.147,198.147,"1"
"422","Don't Know Why","Norah Jones",0.883,0.732,0.198,1.1e-05,5,0.0659,-11.775,1,0.028,88.174,4,0.618,186.147,"1"
"423","Champagne Supernova - Remastered","Oasis",0.47,0.286,0.796,0.063,2,0.364,-4.625,1,0.0388,150.272,4,0.12,448.438,"1"
"424","Don't Look Back In Anger - Remastered","Oasis",0.0596,0.333,0.922,2.05e-06,0,0.126,-4.087,1,0.0592,162.978,4,0.335,289.559,"1"
"425","She's Electric - Remastered","Oasis",0.164,0.494,0.893,2.35e-06,9,0.636,-4.288,1,0.0475,125.413,4,0.526,219.799,"1"
"426","Some Might Say - Remastered","Oasis",0.162,0.263,0.921,0.013,0,0.285,-3.115,0,0.0896,108.954,4,0.072,327.839,"1"
"427","Little Things","One Direction",0.788,0.707,0.222,0,7,0.205,-11.716,1,0.0329,110.095,4,0.556,219.64,"1"
"428","Night Changes","One Direction",0.859,0.672,0.52,0,8,0.115,-7.747,1,0.0353,120.001,4,0.37,226.6,"1"
"429","Story of My Life","One Direction",0.225,0.6,0.663,0,3,0.119,-5.802,1,0.0477,121.07,4,0.286,245.493,"1"
"430","Fare Thee Well (Dink's Song)","Oscar Isaac",0.897,0.495,0.434,0.000393,2,0.109,-8.079,1,0.0313,82.16,4,0.23,180.4,"1"
"431","Green, Green Rocky Road","Oscar Isaac",0.941,0.51,0.175,0.0315,11,0.106,-14.671,1,0.0385,150.285,4,0.117,197.093,"1"
"432","(Sittin' On) The Dock Of The Bay","Otis Redding",0.684,0.769,0.367,1.62e-05,2,0.081,-11.226,1,0.0312,103.621,4,0.535,163.756,"1"
"433","Change Gonna Come","Otis Redding",0.663,0.439,0.299,1.31e-05,5,0.375,-11.322,0,0.0416,84.867,3,0.332,255.533,"1"
"434","Stand By Me","Otis Redding",0.279,0.883,0.464,1.51e-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925,172.333,"1"
"435","Hey Ya!","OutKast",0.0752,0.735,0.969,0.00019,0,0.138,-2.033,1,0.0552,79.522,4,0.966,233.453,"1"
"436","Hey Ya! - Radio Mix / Club Mix","OutKast",0.103,0.728,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.526,4,0.965,235.213,"1"
"437","Humble Mumble","OutKast",0.0366,0.799,0.923,1.33e-05,10,0.41,-6.108,0,0.119,109.964,4,0.776,290.667,"1"
"438","Collar Full","Panic! At The Disco",0.00156,0.531,0.937,0.000763,2,0.064,-4.756,1,0.0548,170.021,4,0.618,198.467,"1"
"439","This Is Gospel","Panic! At The Disco",0.00155,0.572,0.912,1.2e-06,7,0.102,-4.875,1,0.0707,156.073,4,0.606,187.187,"1"
"440","Ain't It Fun","Paramore",0.154,0.61,0.893,4.41e-05,9,0.021,-3.681,1,0.0921,104.031,4,0.673,296.52,"1"
"441","Hate To See Your Heart Break","Paramore",0.0117,0.592,0.656,4.11e-05,5,0.117,-8.007,1,0.0262,102.991,4,0.436,309.293,"1"
"442","Interlude: Holiday","Paramore",0.811,0.739,0.258,4.58e-05,4,0.143,-15.356,0,0.0589,79.994,4,0.566,69.68,"1"
"443","Interlude: I'm Not Angry Anymore","Paramore",0.965,0.469,0.309,0,7,0.115,-13.694,1,0.091,112.412,4,0.235,52.6,"1"
"444","Interlude: Moving On","Paramore",0.917,0.392,0.3,0,0,0.0868,-11.371,1,0.0795,195.955,4,0.657,90.32,"1"
"445","Freebird II","Parquet Courts",0.0356,0.545,0.756,0,6,0.0824,-3,1,0.0301,120.116,4,0.858,175.16,"1"
"446","Come and See Me (feat. Drake)","PARTYNEXTDOOR",0.0511,0.717,0.347,2.43e-06,11,0.087,-10.265,0,0.0636,84.987,4,0.0589,235.477,"1"
"447","Hit Me With Your Best Shot","Pat Benatar",0.117,0.741,0.58,3.31e-05,4,0.212,-9.05,1,0.0304,127.402,4,0.944,171.267,"1"
"448","Smoke Signals","Phoebe Bridgers",0.945,0.342,0.237,0.000267,10,0.112,-14.601,1,0.0384,117.824,5,0.186,324.773,"1"
"449","1901","Phoenix",0.0564,0.604,0.825,5.8e-05,0,0.192,-5.373,1,0.0429,144.085,4,0.707,193.107,"1"
"450","Breathe (In the Air)","Pink Floyd",0.391,0.431,0.375,0.721,11,0.143,-15.142,0,0.0347,128.153,4,0.258,169.535,"1"
"451","Eclipse","Pink Floyd",0.0591,0.359,0.579,0.746,10,0.0686,-10.765,1,0.0406,68.102,4,0.135,130.429,"1"
"452","Have a Cigar","Pink Floyd",0.407,0.454,0.65,0.0498,4,0.589,-10.191,0,0.0437,120.154,4,0.72,307.733,"1"
"453","Money","Pink Floyd",0.0241,0.469,0.537,0.00201,9,0.269,-10.421,1,0.152,124.193,1,0.783,382.834,"1"
"454","Shine On You Crazy Diamond (Pts. 1-5)","Pink Floyd",0.771,0.266,0.294,0.697,7,0.107,-11.938,0,0.0291,137.941,3,0.0397,811.077,"1"
"455","Shine On You Crazy Diamond (Pts. 6-9)","Pink Floyd",0.577,0.287,0.485,0.898,7,0.322,-13.155,0,0.0498,135.86,3,0.127,747.325,"1"
"456","Speak to Me","Pink Floyd",0.362,0.592,0.0196,0.854,1,0.108,-33.35,1,0.0358,119.504,4,0.0312,65.314,"1"
"457","The Great Gig in the Sky","Pink Floyd",0.768,0.275,0.216,0.897,5,0.0832,-13.818,1,0.0345,116.388,4,0.181,283.872,"1"
"458","Time","Pink Floyd",0.521,0.358,0.48,0.00428,9,0.178,-11.79,1,0.0849,120.317,4,0.356,413.947,"1"
"459","Us and Them","Pink Floyd",0.863,0.356,0.302,0.546,2,0.634,-14.528,1,0.0346,72.623,4,0.126,469.224,"1"
"460","Welcome to the Machine","Pink Floyd",0.52,0.382,0.36,0.171,0,0.0747,-12.442,1,0.0365,133.273,4,0.0362,451.681,"1"
"461","Wish You Were Here","Pink Floyd",0.735,0.481,0.262,0.0114,7,0.832,-15.73,1,0.0414,122.883,4,0.375,334.744,"1"
"462","Give Me Everything","Pitbull",0.192,0.671,0.939,0,8,0.298,-3.206,1,0.161,129.023,4,0.529,252.307,"1"
"463","Hey There Delilah","Plain White T's",0.886,0.651,0.293,0,2,0.112,-10.575,1,0.0279,104.063,4,0.313,232.533,"1"
"464","Rhythm Of Love","Plain White T's",0.356,0.531,0.542,0,8,0.119,-7.721,1,0.0432,171.878,4,0.726,200.2,"1"
"465","Holding Out For You","Pond",0.000502,0.376,0.86,0.294,11,0.412,-6.063,1,0.0449,128.228,4,0.45,283.395,"1"
"466","Man It Feels Like Space Again","Pond",0.000161,0.169,0.792,0.0117,6,0.334,-5.281,0,0.0585,154.165,4,0.173,501.841,"1"
"467","Outside Is The Right Side","Pond",0.0113,0.376,0.946,9.05e-05,8,0.703,-4.629,0,0.279,175.011,4,0.615,309.528,"1"
"468","Baby I'm A Star","Prince",0.0135,0.751,0.776,0.000928,2,0.698,-9.901,1,0.074,137.931,4,0.66,264.4,"1"
"469","Let's Go Crazy","Prince",0.0192,0.309,0.93,0.0022,11,0.106,-6.399,1,0.125,195.815,4,0.376,280,"1"
"470","Purple Rain","Prince",0.0353,0.367,0.452,0.00228,10,0.689,-10.422,1,0.0307,113.066,4,0.189,520.787,"1"
"471","New God Flow","Pusha T",0.443,0.463,0.92,0,3,0.354,-2.845,0,0.411,174.202,4,0.521,294.907,"1"
"472","Nosetalgia","Pusha T",0.0243,0.484,0.793,0,5,0.146,-3.891,1,0.327,83.143,4,0.742,216.053,"1"
"473","Numbers On The Boards","Pusha T",0.153,0.684,0.561,0,0,0.0935,-5.582,0,0.188,85.004,4,0.39,163.587,"1"
"474","Untouchable","Pusha T",0.22,0.529,0.746,1.6e-05,8,0.0947,-4.463,1,0.304,83.354,4,0.608,189.893,"1"
"475","What Would Meek Do?","Pusha T",0.0064,0.678,0.636,8.38e-06,1,0.177,-3.155,1,0.0782,83.071,4,0.0636,153.267,"1"
"476","Bohemian Rhapsody","Queen",0.254,0.397,0.396,0,3,0.268,-9.91,1,0.05,142.913,4,0.227,354.32,"1"
"477","Crazy Little Thing Called Love","Queen",0.679,0.622,0.781,0,2,0.272,-6.756,1,0.0516,76.709,4,0.718,163.373,"1"
"478","Don't Stop Me Now - Remastered 2011","Queen",0.0488,0.559,0.855,0.000681,5,0.68,-5.077,1,0.186,156.311,4,0.605,209.413,"1"
"479","Somebody To Love - Remastered 2011","Queen",0.172,0.492,0.676,0,8,0.239,-6.861,1,0.0516,110.232,3,0.412,296.493,"1"
"480","Ignition - Remix","R. Kelly",0.061,0.795,0.523,0,1,0.0914,-7.165,1,0.0423,133.024,4,0.855,186.067,"1"
"481","True Love Waits","Radiohead",0.938,0.282,0.132,0.104,0,0.1,-15.569,1,0.0375,136.186,4,0.0379,283.464,"1"
"482","Light of the Seven","Ramin Djawadi",0.903,0.273,0.102,0.721,0,0.268,-16.843,0,0.0494,120.378,4,0.0583,589.095,"1"
"483","All The Same","Real Estate",0.0838,0.534,0.794,0.62,2,0.0962,-5.775,1,0.0303,128.745,4,0.3,441.947,"1"
"484","Easy","Real Estate",0.0128,0.43,0.892,0.417,0,0.142,-4.021,1,0.0322,140.042,4,0.5,233.44,"1"
"485","Kinder Blumen","Real Estate",0.181,0.431,0.731,0.0644,0,0.0814,-6.397,1,0.0264,105.279,4,0.728,235.533,"1"
"486","Municipality","Real Estate",0.268,0.488,0.706,0.869,9,0.173,-6.358,1,0.0252,98.045,4,0.343,216.587,"1"
"487","Out Of Tune","Real Estate",0.385,0.407,0.765,0.00271,9,0.0693,-6.104,1,0.0313,121.087,4,0.689,291.947,"1"
"488","Three Blocks","Real Estate",0.0979,0.492,0.64,0.147,9,0.16,-6.034,1,0.0291,135.008,3,0.449,198.613,"1"
"489","Wonder Years","Real Estate",0.198,0.512,0.788,0.852,2,0.148,-6.45,1,0.0338,131.014,4,0.662,154.493,"1"
"490","Younger Than Yesterday","Real Estate",0.0199,0.546,0.671,0.63,0,0.316,-7.004,1,0.0288,116.986,4,0.377,248.52,"1"
"491","On The Radio","Regina Spektor",0.586,0.88,0.413,0.000833,0,0.0693,-8.459,1,0.0462,101.991,4,0.44,200.413,"1"
"492","It's Quiet Uptown","Renée Elise Goldsberry",0.796,0.519,0.187,0,5,0.0785,-14.076,1,0.0421,129.442,4,0.226,270.172,"1"
"493","Dat $tick","Rich Brian",0.104,0.923,0.508,1.21e-05,1,0.126,-8.668,1,0.0468,108.039,4,0.168,126.667,"1"
"494","Glow Like Dat","Rich Brian",0.411,0.787,0.586,0.000311,10,0.118,-9.64,1,0.0695,140.036,4,0.581,210.862,"1"
"495","Aston Martin Music","Rick Ross",0.0125,0.57,0.58,0,10,0.0497,-5.547,0,0.209,171.917,4,0.405,270.627,"1"
"496","B.M.F. (Blowin' Money Fast)","Rick Ross",0.0174,0.721,0.863,0,2,0.178,-4.226,1,0.0558,139.981,4,0.35,250.307,"1"
"497","Sanctified","Rick Ross",0.0754,0.739,0.52,0,9,0.382,-6.301,1,0.0679,126.041,4,0.247,289.627,"1"
"498","Bitch Better Have My Money","Rihanna",0.0538,0.778,0.741,2.04e-06,10,0.29,-4.97,0,0.0484,102.95,4,0.364,219.306,"1"
"499","Complicated","Rihanna",0.217,0.708,0.881,4.48e-06,0,0.0943,-3.733,1,0.0427,138.034,4,0.388,257.507,"1"
"500","FourFiveSeconds","Rihanna",0.878,0.576,0.267,0,2,0.119,-5.668,1,0.044,205.888,4,0.326,188.238,"1"
"501","Love On The Brain","Rihanna",0.0848,0.506,0.641,8.09e-06,4,0.073,-4.815,0,0.0456,171.957,3,0.393,224,"1"
"502","Needed Me","Rihanna",0.107,0.688,0.325,0,5,0.0837,-8.083,0,0.251,110.888,4,0.275,191.6,"1"
"503","Same Ol’ Mistakes","Rihanna",0.212,0.448,0.796,0.00108,8,0.0675,-5.435,1,0.0463,151.955,4,0.501,397.093,"1"
"504","Stay - Album Version (Edited)","Rihanna",0.943,0.635,0.317,2.28e-05,9,0.115,-10.166,0,0.0274,111.924,4,0.117,240.707,"1"
"505","What's My Name?","Rihanna",0.247,0.705,0.781,0,2,0.107,-2.927,1,0.0792,100.008,4,0.55,263.173,"1"
"506","Work","Rihanna",0.064,0.599,0.538,0,11,0.0927,-6.3,1,0.171,183.941,4,0.56,219.32,"1"
"507","EOS","Rostam",0.951,0.231,0.426,0.000938,0,0.153,-10.926,1,0.0693,76.993,4,0.148,188.067,"1"
"508","Wood","Rostam",0.724,0.41,0.554,0.0847,11,0.084,-9.015,1,0.25,71.2,4,0.661,342.427,"1"
"509","Oh What A World","Rufus Wainwright",0.79,0.463,0.243,0.00139,5,0.114,-8.581,1,0.0272,100.354,4,0.201,263.133,"1"
"510","Signed, Sealed, Delivered (I'm Yours)","Rufus Wainwright",0.976,0.455,0.156,3.09e-05,5,0.104,-13.528,1,0.0347,86.865,4,0.266,183.067,"1"
"511","A Lovely Night - From ""La La Land"" Soundtrack","Ryan Gosling",0.294,0.36,0.481,0.00478,7,0.131,-8.627,1,0.047,135.513,4,0.449,236.507,"1"
"512","City Of Stars - From ""La La Land"" Soundtrack","Ryan Gosling",0.906,0.474,0.121,1.16e-06,2,0.0885,-15.127,0,0.0384,97.219,4,0.424,149.707,"1"
"513","City Of Stars - From ""La La Land"" Soundtrack/Pier","Ryan Gosling",0.947,0.588,0.0889,0.0326,6,0.0935,-19.571,0,0.0516,98.15,4,0.195,111.24,"1"
"514","A Change Is Gonna Come","Sam Cooke",0.76,0.212,0.42,0,10,0.307,-9.919,1,0.0344,169.555,3,0.493,191.16,"1"
"515","Have You Ever Seen The Rain - The Voice Performance","Sawyer Fredericks",0.328,0.613,0.327,1.31e-06,3,0.111,-8.743,1,0.0258,109.94,4,0.248,143.448,"1"
"516","Shine On - The Voice Performance","Sawyer Fredericks",0.0932,0.47,0.578,4.7e-06,5,0.179,-4.292,1,0.0321,125.805,4,0.336,191.605,"1"
"517","Collard Greens","ScHoolboy Q",0.0233,0.824,0.572,8.19e-06,11,0.208,-4.868,1,0.0652,153.977,4,0.667,299.96,"1"
"518","Gangsta","ScHoolboy Q",0.0963,0.652,0.937,0,7,0.399,-3.885,1,0.36,129.121,4,0.591,231.773,"1"
"519","Ride Out","ScHoolboy Q",0.035,0.626,0.88,0,11,0.112,-5.352,1,0.106,71.984,4,0.449,287.36,"1"
"520","THat Part","ScHoolboy Q",0.0773,0.917,0.51,0,6,0.136,-7.702,0,0.0918,112.979,4,0.314,313.573,"1"
"521","There He Go","ScHoolboy Q",0.451,0.835,0.754,0,1,0.107,-7.182,1,0.318,144.115,4,0.83,200.13,"1"
"522","Beautiful Girls","Sean Kingston",0.15,0.762,0.661,0,1,0.256,-6.075,0,0.0687,130.009,4,0.769,225.373,"1"
"523","Bad Liar","Selena Gomez",0.177,0.95,0.412,0,1,0.077,-6.592,1,0.0731,121.019,4,0.73,214.648,"1"
"524","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song]","Shakira",0.00627,0.766,0.873,0,11,0.0764,-6.381,0,0.143,126.988,4,0.743,202.627,"1"
"525","I Love You But I'm Lost","Sharon Van Etten",0.89,0.389,0.205,0,0,0.095,-9.488,1,0.0362,63.224,4,0.221,258.707,"1"
"526","Tarifa","Sharon Van Etten",0.25,0.276,0.328,0.000333,0,0.0871,-9.152,1,0.0289,72.931,3,0.103,290.613,"1"
"527","Chandelier","Sia",0.0197,0.399,0.787,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,5,0.572,216.12,"1"
"528","Easy - Music From The Motion Picture Baby Driver","Sky Ferreira",0.267,0.6,0.274,0.0163,9,0.106,-10.695,0,0.03,132.034,4,0.246,267.573,"1"
"529","Everything Is Embarrassing","Sky Ferreira",0.0532,0.666,0.786,0,0,0.0476,-5.715,1,0.0395,117.126,4,0.6,249.907,"1"
"530","Sad Dream","Sky Ferreira",0.647,0.674,0.46,1.02e-05,0,0.114,-11.55,1,0.0292,116.058,4,0.314,215.867,"1"
"531","Golden Dream","Snail Mail",9.36e-05,0.561,0.653,0.000267,1,0.0773,-6.9,0,0.0288,117.862,4,0.384,207.333,"1"
"532","Heat Wave","Snail Mail",2e-04,0.504,0.682,0.00205,9,0.147,-5.702,1,0.0332,123.848,4,0.207,308.347,"1"
"533","Thinning","Snail Mail",0.358,0.453,0.848,0.774,4,0.147,-10.348,1,0.0362,132.2,4,0.793,199.406,"1"
"534","New York","St. Vincent",0.894,0.352,0.443,8.81e-05,10,0.179,-11.631,1,0.164,137.949,4,0.376,154.96,"1"
"535","Pills","St. Vincent",0.0212,0.543,0.708,0.0167,6,0.194,-8.749,0,0.0489,120.024,4,0.164,280.68,"1"
"536","As","Stevie Wonder",0.0637,0.455,0.866,0,8,0.222,-10.215,0,0.0591,102.115,4,0.676,428.222,"1"
"537","Signed, Sealed, Delivered (I'm Yours)","Stevie Wonder",0.00495,0.646,0.784,0,5,0.061,-6.137,1,0.0334,108.84,4,0.819,158.04,"1"
"538","Death with Dignity","Sufjan Stevens",0.986,0.51,0.16,0.017,4,0.113,-21.03,1,0.0395,170.063,4,0.383,239.508,"1"
"539","Eugene","Sufjan Stevens",0.973,0.555,0.12,0.303,11,0.285,-24.043,1,0.0433,84.293,4,0.672,146.893,"1"
"540","Harvest Moon","Sunflower Bean",0.621,0.531,0.296,0.035,2,0.149,-12.11,1,0.032,112.96,4,0.282,230.658,"1"
"541","Love Galore","SZA",0.111,0.795,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.409,275.08,"1"
"542","Prom","SZA",0.0658,0.805,0.702,0,1,0.123,-4.877,1,0.0887,120.041,4,0.225,196.133,"1"
"543","The Weekend","SZA",0.241,0.487,0.366,0,8,0.126,-9.405,0,0.0531,68.191,5,0.161,272.187,"1"
"544","Buy U a Drank (Shawty Snappin')","T-Pain",0.0108,0.451,0.55,0,1,0.0737,-8.137,1,0.262,80.001,4,0.594,227.96,"1"
"545","What You Know","T.I.",0.00121,0.529,0.747,0,10,0.314,-6.364,0,0.0346,76.021,4,0.258,252.04,"1"
"546","Every Ghetto (feat. Rapsody)","Talib Kweli",0.0316,0.569,0.779,0,7,0.41,-5.451,1,0.356,157.548,4,0.42,222.313,"1"
"547","Get By","Talib Kweli",0.00351,0.659,0.925,0,7,0.146,-4.76,1,0.388,90.19,4,0.77,227.427,"1"
"548","Just Begun - feat. Jay Electronica, J. Cole and Mos Def","Talib Kweli",0.263,0.629,0.787,0,7,0.357,-5.623,1,0.376,85.698,4,0.713,227.373,"1"
"549","'Cause I'm A Man","Tame Impala",0.108,0.547,0.695,0.00301,9,0.14,-4.969,1,0.0337,144.684,4,0.641,241.987,"1"
"550","Apocalypse Dreams","Tame Impala",0.318,0.492,0.928,0.107,8,0.0873,-2.261,1,0.0495,127.995,4,0.312,356.947,"1"
"551","Be Above It","Tame Impala",0.397,0.747,0.973,0.263,4,0.109,-6.005,0,0.0644,118.986,4,0.375,201.96,"1"
"552","Elephant","Tame Impala",0.557,0.597,0.575,0.342,2,0.254,-6.665,1,0.04,122.959,4,0.621,211.227,"1"
"553","Endors Toi","Tame Impala",0.0324,0.2,0.94,0.373,3,0.372,-3.249,1,0.103,130.011,4,0.347,186.64,"1"
"554","Eventually","Tame Impala",0.0158,0.424,0.615,0.000389,9,0.0844,-6.217,0,0.0325,77.935,4,0.155,318.591,"1"
"555","Feels Like We Only Go Backwards","Tame Impala",0.0453,0.31,0.907,0.369,2,0.247,-2.279,0,0.0591,149.931,4,0.516,192.96,"1"
"556","Keep On Lying","Tame Impala",0.0819,0.484,0.806,0.0201,0,0.26,-4.838,0,0.0341,124.014,4,0.736,353.933,"1"
"557","Let It Happen","Tame Impala",0.00462,0.602,0.881,0.0266,1,0.111,-5.875,0,0.0443,125.012,4,0.577,467.587,"1"
"558","List Of People (To Try And Forget About)","Tame Impala",0.0779,0.182,0.801,0.000655,10,0.102,-5.621,1,0.0634,189.881,4,0.143,279.987,"1"
"559","Mind Mischief","Tame Impala",0.0845,0.244,0.939,0.000687,6,0.371,-3.112,1,0.0548,161.127,4,0.857,271.88,"1"
"560","Music To Walk Home By","Tame Impala",0.00991,0.394,0.905,0.0739,7,0.0636,-4.148,1,0.0564,101.121,4,0.441,312.213,"1"
"561","New Person, Same Old Mistakes","Tame Impala",0.272,0.47,0.809,0.00671,8,0.0491,-6.74,1,0.0495,151.836,4,0.49,363.24,"1"
"562","Nothing That Has Happened So Far Has Been Anything We Could Control","Tame Impala",0.0501,0.346,0.893,0.487,5,0.0773,-3.454,0,0.0437,99.972,4,0.367,359.947,"1"
"563","She Just Won't Believe Me","Tame Impala",0.129,0.258,0.402,0.194,0,0.531,-6.788,1,0.0366,81.477,4,0.16,57.173,"1"
"564","Sun's Coming Up","Tame Impala",0.961,0.293,0.792,0.0968,7,0.7,-6.969,0,0.0963,123.97,3,0.404,320.293,"1"
"565","That's All For Everyone","Tame Impala",0.392,0.498,0.704,4.88e-06,10,0.277,-5.769,1,0.0294,109.95,4,0.161,222.987,"1"
"566","The Less I Know The Better","Tame Impala",0.0115,0.64,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,216.32,"1"
"567","Why Won't They Talk To Me?","Tame Impala",0.619,0.522,0.835,0.0289,7,0.0796,-5.145,1,0.051,129.937,4,0.18,286.093,"1"
"568","Yes I'm Changing","Tame Impala",0.108,0.373,0.609,0.000427,0,0.0755,-7,1,0.0316,179.955,4,0.354,270.68,"1"
"569","All Too Well","Taylor Swift",0.0398,0.6,0.631,0.000469,0,0.128,-7.783,1,0.0255,93.04,4,0.314,327.893,"1"
"570","Back To December","Taylor Swift",0.118,0.526,0.662,0,2,0.356,-4.683,1,0.0313,141.886,4,0.303,293.027,"1"
"571","Begin Again","Taylor Swift",0.234,0.522,0.531,5.05e-06,7,0.237,-8.237,1,0.0276,79.055,4,0.344,237.613,"1"
